equipment_id,equipment_name,rule_id,start_time,end_time
CWC04701,Chiller 1,RUL0017,1/1/21 0:00,1/2/21 0:00
CWC04701,Chiller 1,RUL0017,1/2/21 0:00,1/3/21 0:00
CWC04701,Chiller 1,RUL0017,1/3/21 0:00,1/4/21 0:00
CWC04701,Chiller 1,RUL0017,1/4/21 0:00,1/5/21 0:00
CWC04701,Chiller 1,RUL0017,1/5/21 0:00,1/6/21 0:00
CWC04701,Chiller 1,RUL0017,1/6/21 0:00,1/7/21 0:00
CWC04701,Chiller 1,RUL0017,1/7/21 0:00,1/8/21 0:00
CWC04701,Chiller 1,RUL0017,1/8/21 0:00,1/9/21 0:00
CWC04701,Chiller 1,RUL0017,1/9/21 0:00,1/10/21 0:00
CWC04701,Chiller 1,RUL0017,1/10/21 0:00,1/11/21 0:00
CWC04701,Chiller 1,RUL0017,1/11/21 0:00,1/12/21 0:00
CWC04701,Chiller 1,RUL0017,1/12/21 0:00,1/13/21 0:00
CWC04701,Chiller 1,RUL0017,1/13/21 0:00,1/14/21 0:00
CWC04701,Chiller 1,RUL0017,1/14/21 0:00,1/15/21 0:00
CWC04701,Chiller 1,RUL0017,1/15/21 0:00,1/16/21 0:00
CWC04701,Chiller 1,RUL0017,1/16/21 0:00,1/17/21 0:00
CWC04701,Chiller 1,RUL0012,1/16/21 0:00,1/16/21 7:15
CWC04701,Chiller 1,RUL0012,1/16/21 9:00,1/16/21 12:30
CWC04701,Chiller 1,RUL0017,1/17/21 0:00,1/18/21 0:00
CWC04701,Chiller 1,RUL0012,1/17/21 0:00,1/18/21 0:00
CWC04701,Chiller 1,RUL0017,1/18/21 0:00,1/19/21 0:00
CWC04701,Chiller 1,RUL0012,1/18/21 0:00,1/19/21 0:00
CWC04701,Chiller 1,RUL0017,1/19/21 0:00,1/20/21 0:00
CWC04701,Chiller 1,RUL0012,1/19/21 0:00,1/19/21 13:15
CWC04701,Chiller 1,RUL0017,1/20/21 0:00,1/21/21 0:00
CWC04701,Chiller 1,RUL0017,1/21/21 0:00,1/22/21 0:00
CWC04701,Chiller 1,RUL0017,1/22/21 0:00,1/23/21 0:00
CWC04701,Chiller 1,RUL0017,1/23/21 0:00,1/24/21 0:00
CWC04701,Chiller 1,RUL0017,1/24/21 0:00,1/25/21 0:00
CWC04701,Chiller 1,RUL0017,1/25/21 0:00,1/26/21 0:00
CWC04701,Chiller 1,RUL0017,1/26/21 0:00,1/27/21 0:00
CWC04701,Chiller 1,RUL0017,1/27/21 0:00,1/28/21 0:00
CWC04701,Chiller 1,RUL0017,1/28/21 0:00,1/29/21 0:00
CWC04701,Chiller 1,RUL0017,1/29/21 0:00,1/30/21 0:00
CWC04701,Chiller 1,RUL0017,1/30/21 0:00,1/31/21 0:00
CWC04701,Chiller 1,RUL0017,1/31/21 0:00,2/1/21 0:00
CWC04701,Chiller 1,RUL0017,2/1/21 0:00,2/2/21 0:00
CWC04701,Chiller 1,RUL0017,2/2/21 0:00,2/3/21 0:00
CWC04701,Chiller 1,RUL0017,2/3/21 0:00,2/4/21 0:00
CWC04701,Chiller 1,RUL0017,2/4/21 0:00,2/5/21 0:00
CWC04701,Chiller 1,RUL0017,2/5/21 0:00,2/6/21 0:00
CWC04701,Chiller 1,RUL0017,2/6/21 0:00,2/7/21 0:00
CWC04701,Chiller 1,RUL0017,2/7/21 0:00,2/8/21 0:00
CWC04701,Chiller 1,RUL0017,2/8/21 0:00,2/9/21 0:00
CWC04701,Chiller 1,RUL0017,2/9/21 0:00,2/10/21 0:00
CWC04701,Chiller 1,RUL0017,2/10/21 0:00,2/11/21 0:00
CWC04701,Chiller 1,RUL0017,2/11/21 0:00,2/12/21 0:00
CWC04701,Chiller 1,RUL0017,2/12/21 0:00,2/13/21 0:00
CWC04701,Chiller 1,RUL0017,2/13/21 0:00,2/14/21 0:00
CWC04701,Chiller 1,RUL0017,2/14/21 0:00,2/15/21 0:00
CWC04701,Chiller 1,RUL0017,2/15/21 0:00,2/16/21 0:00
CWC04701,Chiller 1,RUL0017,2/16/21 0:00,2/17/21 0:00
CWC04701,Chiller 1,RUL0012,2/16/21 20:45,2/17/21 0:00
CWC04701,Chiller 1,RUL0017,2/17/21 0:00,2/18/21 0:00
CWC04701,Chiller 1,RUL0012,2/17/21 0:00,2/17/21 5:45
CWC04701,Chiller 1,RUL0017,2/18/21 0:00,2/19/21 0:00
CWC04701,Chiller 1,RUL0017,2/19/21 0:00,2/20/21 0:00
CWC04701,Chiller 1,RUL0017,2/20/21 0:00,2/21/21 0:00
CWC04701,Chiller 1,RUL0017,2/21/21 0:00,2/22/21 0:00
CWC04701,Chiller 1,RUL0017,2/22/21 0:00,2/23/21 0:00
CWC04701,Chiller 1,RUL0017,2/23/21 0:00,2/24/21 0:00
CWC04701,Chiller 1,RUL0017,2/24/21 0:00,2/25/21 0:00
CWC04701,Chiller 1,RUL0012,2/24/21 12:30,2/24/21 14:45
CWC04701,Chiller 1,RUL0017,2/25/21 0:00,2/26/21 0:00
CWC04701,Chiller 1,RUL0012,2/25/21 12:45,2/26/21 0:00
CWC04701,Chiller 1,RUL0017,2/26/21 0:00,2/27/21 0:00
CWC04701,Chiller 1,RUL0018,2/26/21 0:00,2/26/21 4:15
CWC04701,Chiller 1,RUL0012,2/26/21 0:00,2/26/21 8:15
CWC04701,Chiller 1,RUL0017,2/27/21 0:00,2/28/21 0:00
CWC04701,Chiller 1,RUL0017,2/28/21 0:00,3/1/21 0:00
CWC04701,Chiller 1,RUL0017,3/1/21 0:00,3/2/21 0:00
CWC04701,Chiller 1,RUL0017,3/2/21 0:00,3/3/21 0:00
CWC04701,Chiller 1,RUL0017,3/3/21 0:00,3/4/21 0:00
CWC04701,Chiller 1,RUL0017,3/4/21 0:00,3/5/21 0:00
CWC04701,Chiller 1,RUL0017,3/5/21 0:00,3/6/21 0:00
CWC04701,Chiller 1,RUL0017,3/6/21 0:00,3/7/21 0:00
CWC04701,Chiller 1,RUL0017,3/7/21 0:00,3/8/21 0:00
CWC04701,Chiller 1,RUL0017,3/8/21 0:00,3/9/21 0:00
CWC04701,Chiller 1,RUL0017,3/9/21 0:00,3/10/21 0:00
CWC04701,Chiller 1,RUL0017,3/10/21 0:00,3/11/21 0:00
CWC04701,Chiller 1,RUL0017,3/11/21 0:00,3/12/21 0:00
CWC04701,Chiller 1,RUL0017,3/12/21 0:00,3/13/21 0:00
CWC04701,Chiller 1,RUL0017,3/13/21 0:00,3/14/21 0:00
CWC04701,Chiller 1,RUL0017,3/14/21 0:00,3/14/21 23:00
CWC04701,Chiller 1,RUL0017,3/15/21 0:00,3/16/21 0:00
CWC04701,Chiller 1,RUL0017,3/16/21 0:00,3/17/21 0:00
CWC04701,Chiller 1,RUL0017,3/17/21 0:00,3/18/21 0:00
CWC04701,Chiller 1,RUL0017,3/18/21 0:00,3/19/21 0:00
CWC04701,Chiller 1,RUL0012,3/18/21 12:30,3/19/21 0:00
CWC04701,Chiller 1,RUL0017,3/19/21 0:00,3/20/21 0:00
CWC04701,Chiller 1,RUL0012,3/19/21 0:00,3/19/21 22:00
CWC04701,Chiller 1,RUL0017,3/20/21 0:00,3/21/21 0:00
CWC04701,Chiller 1,RUL0012,3/20/21 17:30,3/21/21 0:00
CWC04701,Chiller 1,RUL0017,3/21/21 0:00,3/21/21 8:30
CWC04701,Chiller 1,RUL0012,3/21/21 0:00,3/21/21 6:45
CWC04701,Chiller 1,RUL0022,9/16/21 2:45,9/16/21 10:45
CWC04701,Chiller 1,RUL0022,2/14/23 7:15,2/14/23 16:00
CWC04701,Chiller 1,RUL0022,2/15/23 0:00,2/15/23 7:00
CWC04010,Chiller 10,RUL0018,6/22/20 7:35,6/22/20 23:59
CWC04010,Chiller 10,RUL0018,6/23/20 0:00,6/24/20 0:00
CWC04010,Chiller 10,RUL0018,6/24/20 0:00,6/24/20 7:52
CWC04010,Chiller 10,RUL0018,6/26/20 11:12,6/26/20 21:20
CWC04010,Chiller 10,RUL0018,7/16/20 8:00,7/16/20 19:45
CWC04010,Chiller 10,RUL0018,7/25/20 10:58,7/25/20 17:21
CWC04010,Chiller 10,RUL0018,7/25/20 19:03,7/26/20 0:00
CWC04010,Chiller 10,RUL0018,7/27/20 8:59,7/27/20 16:15
CWC04010,Chiller 10,RUL0018,7/27/20 18:30,7/27/20 22:30
CWC04010,Chiller 10,RUL0018,8/3/20 0:00,8/3/20 5:15
CWC04010,Chiller 10,RUL0018,8/20/20 12:15,8/20/20 22:00
CWC04010,Chiller 10,RUL0018,6/9/21 16:15,6/9/21 19:50
CWC04010,Chiller 10,RUL0022,11/11/21 11:00,11/11/21 16:00
CWC04010,Chiller 10,RUL0022,11/12/21 9:45,11/12/21 16:00
CWC04010,Chiller 10,RUL0022,11/13/21 0:00,11/13/21 6:00
CWC04010,Chiller 10,RUL0022,11/15/21 12:15,11/15/21 16:00
CWC04010,Chiller 10,RUL0022,11/16/21 0:00,11/16/21 10:30
CWC04010,Chiller 10,RUL0022,11/16/21 11:15,11/16/21 16:00
CWC04010,Chiller 10,RUL0022,11/17/21 0:00,11/17/21 11:30
CWC04010,Chiller 10,RUL0022,11/17/21 11:45,11/17/21 16:00
CWC04010,Chiller 10,RUL0022,11/18/21 0:00,11/18/21 6:45
CWC04010,Chiller 10,RUL0022,6/1/22 6:45,6/1/22 10:00
CWC04010,Chiller 10,RUL0022,10/31/22 9:00,10/31/22 16:00
CWC04010,Chiller 10,RUL0022,11/1/22 2:30,11/1/22 16:00
CWC04010,Chiller 10,RUL0022,11/2/22 0:00,11/2/22 16:00
CWC04010,Chiller 10,RUL0022,11/3/22 0:00,11/3/22 7:15
CWC04012,Chiller 12,RUL0018,3/20/20 15:15,3/21/20 0:00
CWC04012,Chiller 12,RUL0018,3/21/20 0:00,3/22/20 0:00
CWC04012,Chiller 12,RUL0018,3/22/20 0:00,3/23/20 0:00
CWC04012,Chiller 12,RUL0018,3/23/20 0:00,3/23/20 11:30
CWC04012,Chiller 12,RUL0018,3/23/20 11:45,3/23/20 17:53
CWC04012,Chiller 12,RUL0018,3/23/20 17:53,3/23/20 23:59
CWC04012,Chiller 12,RUL0018,3/24/20 0:00,3/24/20 9:35
CWC04012,Chiller 12,RUL0018,3/25/20 10:30,3/26/20 0:00
CWC04012,Chiller 12,RUL0018,3/26/20 0:00,3/26/20 10:45
CWC04012,Chiller 12,RUL0018,3/26/20 11:30,3/27/20 0:00
CWC04012,Chiller 12,RUL0018,3/27/20 0:00,3/28/20 0:00
CWC04012,Chiller 12,RUL0018,3/28/20 0:00,3/29/20 0:00
CWC04012,Chiller 12,RUL0018,3/29/20 0:00,3/30/20 0:00
CWC04012,Chiller 12,RUL0018,3/30/20 0:00,3/30/20 8:33
CWC04012,Chiller 12,RUL0018,3/30/20 10:09,3/31/20 0:00
CWC04012,Chiller 12,RUL0018,3/31/20 0:00,3/31/20 5:12
CWC04012,Chiller 12,RUL0018,3/31/20 5:21,3/31/20 23:59
CWC04012,Chiller 12,RUL0018,4/1/20 0:00,4/1/20 8:19
CWC04012,Chiller 12,RUL0018,4/1/20 9:00,4/2/20 0:00
CWC04012,Chiller 12,RUL0018,4/2/20 0:00,4/2/20 15:50
CWC04012,Chiller 12,RUL0018,4/2/20 15:50,4/2/20 23:59
CWC04012,Chiller 12,RUL0018,4/3/20 0:00,4/4/20 0:00
CWC04012,Chiller 12,RUL0018,4/4/20 0:00,4/5/20 0:00
CWC04012,Chiller 12,RUL0018,4/5/20 0:00,4/6/20 0:00
CWC04012,Chiller 12,RUL0018,4/6/20 0:00,4/6/20 8:28
CWC04012,Chiller 12,RUL0018,4/6/20 20:15,4/7/20 0:00
CWC04012,Chiller 12,RUL0018,4/7/20 0:00,4/7/20 11:30
CWC04012,Chiller 12,RUL0018,4/7/20 12:15,4/8/20 0:00
CWC04012,Chiller 12,RUL0018,4/8/20 0:00,4/9/20 0:00
CWC04012,Chiller 12,RUL0018,4/9/20 0:00,4/10/20 0:00
CWC04012,Chiller 12,RUL0018,4/10/20 0:00,4/11/20 0:00
CWC04012,Chiller 12,RUL0018,4/11/20 0:00,4/12/20 0:00
CWC04012,Chiller 12,RUL0018,4/12/20 0:00,4/13/20 0:00
CWC04012,Chiller 12,RUL0018,4/13/20 0:00,4/14/20 0:00
CWC04012,Chiller 12,RUL0018,4/14/20 0:00,4/15/20 0:00
CWC04012,Chiller 12,RUL0018,4/15/20 0:00,4/16/20 0:00
CWC04012,Chiller 12,RUL0018,4/16/20 0:00,4/17/20 0:00
CWC04012,Chiller 12,RUL0018,4/17/20 0:00,4/18/20 0:00
CWC04012,Chiller 12,RUL0018,4/18/20 0:00,4/19/20 0:00
CWC04012,Chiller 12,RUL0018,4/19/20 0:00,4/20/20 0:00
CWC04012,Chiller 12,RUL0018,4/20/20 0:00,4/21/20 0:00
CWC04012,Chiller 12,RUL0018,4/21/20 0:00,4/22/20 0:00
CWC04012,Chiller 12,RUL0018,4/22/20 0:00,4/23/20 0:00
CWC04012,Chiller 12,RUL0018,4/23/20 0:00,4/24/20 0:00
CWC04012,Chiller 12,RUL0018,4/24/20 0:00,4/25/20 0:00
CWC04012,Chiller 12,RUL0018,4/25/20 1:30,4/26/20 0:00
CWC04012,Chiller 12,RUL0018,4/26/20 0:00,4/27/20 0:00
CWC04012,Chiller 12,RUL0018,4/27/20 0:00,4/28/20 0:00
CWC04012,Chiller 12,RUL0018,4/28/20 0:00,4/29/20 0:00
CWC04012,Chiller 12,RUL0018,4/29/20 0:00,4/30/20 0:00
CWC04012,Chiller 12,RUL0018,4/30/20 0:00,5/1/20 0:00
CWC04012,Chiller 12,RUL0018,5/1/20 0:00,5/2/20 0:00
CWC04012,Chiller 12,RUL0018,5/2/20 0:00,5/3/20 0:00
CWC04012,Chiller 12,RUL0018,5/3/20 0:00,5/4/20 0:00
CWC04012,Chiller 12,RUL0018,5/4/20 0:00,5/5/20 0:00
CWC04012,Chiller 12,RUL0018,5/5/20 0:00,5/6/20 0:00
CWC04012,Chiller 12,RUL0018,5/6/20 0:00,5/7/20 0:00
CWC04012,Chiller 12,RUL0018,5/7/20 0:00,5/8/20 0:00
CWC04012,Chiller 12,RUL0018,5/8/20 0:00,5/9/20 0:00
CWC04012,Chiller 12,RUL0018,5/9/20 0:00,5/9/20 10:37
CWC04012,Chiller 12,RUL0018,5/9/20 10:37,5/9/20 23:15
CWC04012,Chiller 12,RUL0018,5/10/20 0:00,5/11/20 0:00
CWC04012,Chiller 12,RUL0018,5/15/20 17:45,5/16/20 0:00
CWC04012,Chiller 12,RUL0018,5/16/20 0:00,5/17/20 0:00
CWC04012,Chiller 12,RUL0018,5/17/20 0:00,5/18/20 0:00
CWC04012,Chiller 12,RUL0018,5/18/20 0:00,5/18/20 8:45
CWC04012,Chiller 12,RUL0018,5/18/20 9:00,5/19/20 0:00
CWC04012,Chiller 12,RUL0018,5/19/20 0:00,5/19/20 17:00
CWC04012,Chiller 12,RUL0018,5/19/20 18:15,5/20/20 0:00
CWC04012,Chiller 12,RUL0018,5/20/20 2:15,5/20/20 14:15
CWC04012,Chiller 12,RUL0018,5/20/20 14:30,5/21/20 0:00
CWC04012,Chiller 12,RUL0018,5/21/20 1:30,5/21/20 5:25
CWC04012,Chiller 12,RUL0018,5/21/20 12:45,5/22/20 0:00
CWC04012,Chiller 12,RUL0018,5/22/20 0:00,5/22/20 16:45
CWC04012,Chiller 12,RUL0018,5/22/20 17:00,5/23/20 0:00
CWC04012,Chiller 12,RUL0018,5/23/20 0:00,5/24/20 0:00
CWC04012,Chiller 12,RUL0018,5/24/20 0:45,5/25/20 0:00
CWC04012,Chiller 12,RUL0018,5/25/20 0:00,5/26/20 0:00
CWC04012,Chiller 12,RUL0018,5/26/20 0:00,5/26/20 13:00
CWC04012,Chiller 12,RUL0018,5/26/20 19:15,5/27/20 0:00
CWC04012,Chiller 12,RUL0018,5/27/20 0:00,5/27/20 11:50
CWC04012,Chiller 12,RUL0018,5/28/20 0:00,5/28/20 8:30
CWC04012,Chiller 12,RUL0018,5/28/20 10:30,5/28/20 18:30
CWC04012,Chiller 12,RUL0018,9/25/20 9:30,9/25/20 19:30
CWC04012,Chiller 12,RUL0018,9/26/20 9:15,9/27/20 0:00
CWC04012,Chiller 12,RUL0018,9/27/20 9:15,9/28/20 0:00
CWC04012,Chiller 12,RUL0018,9/28/20 0:00,9/28/20 5:19
CWC04012,Chiller 12,RUL0018,9/28/20 9:30,9/29/20 0:00
CWC04012,Chiller 12,RUL0018,9/29/20 0:00,9/29/20 9:18
CWC04012,Chiller 12,RUL0018,9/29/20 13:15,9/29/20 23:00
CWC04012,Chiller 12,RUL0018,9/30/20 12:45,9/30/20 15:45
CWC04012,Chiller 12,RUL0018,10/3/20 10:15,10/3/20 13:45
CWC04012,Chiller 12,RUL0018,10/3/20 14:00,10/3/20 18:30
CWC04012,Chiller 12,RUL0018,10/4/20 10:45,10/4/20 13:45
CWC04012,Chiller 12,RUL0018,10/4/20 14:00,10/4/20 18:30
CWC04012,Chiller 12,RUL0018,10/5/20 9:15,10/5/20 21:30
CWC04012,Chiller 12,RUL0018,10/6/20 7:45,10/6/20 19:30
CWC04012,Chiller 12,RUL0018,10/7/20 9:30,10/7/20 19:00
CWC04012,Chiller 12,RUL0018,10/8/20 6:15,10/8/20 18:00
CWC04012,Chiller 12,RUL0018,10/9/20 3:15,10/9/20 20:45
CWC04012,Chiller 12,RUL0018,10/10/20 3:45,10/10/20 8:45
CWC04012,Chiller 12,RUL0018,10/10/20 9:30,10/10/20 20:15
CWC04012,Chiller 12,RUL0018,10/11/20 0:00,10/11/20 3:45
CWC04012,Chiller 12,RUL0018,10/11/20 10:30,10/11/20 20:15
CWC04012,Chiller 12,RUL0018,10/12/20 4:30,10/12/20 19:00
CWC04012,Chiller 12,RUL0018,10/13/20 4:00,10/13/20 12:15
CWC04012,Chiller 12,RUL0018,10/14/20 14:11,10/14/20 19:44
CWC04012,Chiller 12,RUL0018,11/17/20 16:00,11/18/20 0:00
CWC04012,Chiller 12,RUL0018,11/18/20 0:00,11/19/20 0:00
CWC04012,Chiller 12,RUL0018,11/19/20 0:00,11/19/20 14:00
CWC04012,Chiller 12,RUL0018,11/19/20 14:30,11/19/20 22:30
CWC04012,Chiller 12,RUL0018,11/20/20 0:00,11/20/20 11:03
CWC04012,Chiller 12,RUL0018,11/20/20 11:03,11/21/20 0:00
CWC04012,Chiller 12,RUL0018,11/21/20 0:00,11/22/20 0:00
CWC04012,Chiller 12,RUL0018,11/22/20 0:00,11/22/20 19:45
CWC04012,Chiller 12,RUL0018,11/22/20 20:00,11/23/20 0:00
CWC04012,Chiller 12,RUL0018,11/23/20 2:15,11/24/20 0:00
CWC04012,Chiller 12,RUL0018,11/24/20 0:00,11/25/20 0:00
CWC04012,Chiller 12,RUL0018,11/25/20 0:00,11/26/20 0:00
CWC04012,Chiller 12,RUL0018,11/26/20 0:00,11/27/20 0:00
CWC04012,Chiller 12,RUL0018,11/27/20 0:00,11/28/20 0:00
CWC04012,Chiller 12,RUL0018,11/28/20 0:00,11/29/20 0:00
CWC04012,Chiller 12,RUL0018,11/29/20 0:00,11/30/20 0:00
CWC04012,Chiller 12,RUL0018,11/30/20 0:00,11/30/20 10:16
CWC04012,Chiller 12,RUL0012,4/15/21 16:25,4/15/21 19:37
CWC04012,Chiller 12,RUL0022,9/16/21 2:45,9/16/21 10:45
CWC04012,Chiller 12,RUL0022,9/23/21 6:00,9/23/21 11:30
CWC04012,Chiller 12,RUL0022,9/30/21 12:15,9/30/21 16:00
CWC04012,Chiller 12,RUL0022,10/1/21 0:00,10/1/21 12:00
CWC04012,Chiller 12,RUL0022,10/4/21 7:30,10/4/21 9:30
CWC04012,Chiller 12,RUL0018,10/7/21 10:11,10/7/21 18:00
CWC04012,Chiller 12,RUL0022,10/19/21 6:45,10/19/21 11:15
CWC04012,Chiller 12,RUL0022,10/26/21 3:45,10/26/21 16:00
CWC04012,Chiller 12,RUL0022,10/27/21 0:00,10/27/21 16:00
CWC04012,Chiller 12,RUL0022,10/28/21 0:00,10/28/21 16:00
CWC04012,Chiller 12,RUL0022,10/29/21 0:00,10/29/21 16:00
CWC04012,Chiller 12,RUL0022,10/30/21 0:00,10/30/21 16:00
CWC04012,Chiller 12,RUL0022,10/31/21 0:00,10/31/21 16:00
CWC04012,Chiller 12,RUL0022,11/1/21 0:00,11/1/21 1:30
CWC04012,Chiller 12,RUL0018,11/1/21 3:47,11/1/21 7:44
CWC04012,Chiller 12,RUL0018,11/1/21 9:30,11/1/21 14:30
CWC04012,Chiller 12,RUL0018,11/1/21 14:45,11/2/21 0:00
CWC04012,Chiller 12,RUL0018,11/2/21 0:00,11/2/21 11:30
CWC04012,Chiller 12,RUL0022,11/3/21 7:15,11/3/21 13:15
CWC04012,Chiller 12,RUL0022,11/9/21 9:30,11/9/21 16:00
CWC04012,Chiller 12,RUL0022,11/10/21 0:00,11/10/21 5:00
CWC04012,Chiller 12,RUL0022,11/16/21 2:30,11/16/21 16:00
CWC04012,Chiller 12,RUL0022,11/17/21 0:00,11/17/21 7:30
CWC04012,Chiller 12,RUL0022,11/17/21 7:45,11/17/21 16:00
CWC04012,Chiller 12,RUL0018,11/17/21 8:01,11/17/21 11:15
CWC04012,Chiller 12,RUL0022,11/18/21 0:00,11/18/21 6:30
CWC04012,Chiller 12,RUL0018,11/18/21 7:45,11/18/21 23:59
CWC04012,Chiller 12,RUL0018,11/19/21 0:00,11/20/21 0:00
CWC04012,Chiller 12,RUL0018,11/20/21 0:00,11/21/21 0:00
CWC04012,Chiller 12,RUL0018,11/21/21 0:00,11/22/21 0:00
CWC04012,Chiller 12,RUL0018,11/22/21 0:00,11/22/21 17:59
CWC04012,Chiller 12,RUL0018,11/22/21 18:04,11/23/21 0:00
CWC04012,Chiller 12,RUL0018,11/23/21 0:00,11/24/21 0:00
CWC04012,Chiller 12,RUL0018,11/24/21 0:00,11/24/21 22:16
CWC04012,Chiller 12,RUL0018,11/25/21 0:00,11/26/21 0:00
CWC04012,Chiller 12,RUL0018,11/26/21 0:00,11/26/21 5:28
CWC04012,Chiller 12,RUL0018,11/26/21 5:32,11/26/21 23:59
CWC04012,Chiller 12,RUL0018,11/27/21 0:00,11/27/21 12:20
CWC04012,Chiller 12,RUL0022,8/30/22 7:00,8/30/22 11:30
CWC04012,Chiller 12,RUL0022,8/31/22 5:45,8/31/22 16:00
CWC04012,Chiller 12,RUL0022,9/1/22 0:00,9/1/22 16:00
CWC04012,Chiller 12,RUL0022,9/2/22 0:00,9/2/22 6:30
CWC04012,Chiller 12,RUL0022,10/12/22 8:15,10/12/22 16:00
CWC04012,Chiller 12,RUL0022,10/13/22 0:00,10/13/22 16:00
CWC04012,Chiller 12,RUL0022,10/14/22 0:00,10/14/22 16:00
CWC04012,Chiller 12,RUL0022,10/15/22 0:00,10/15/22 16:00
CWC04012,Chiller 12,RUL0022,10/16/22 0:00,10/16/22 16:00
CWC04012,Chiller 12,RUL0022,10/17/22 0:00,10/17/22 16:00
CWC04012,Chiller 12,RUL0018,10/18/22 0:51,10/18/22 9:45
CWC04012,Chiller 12,RUL0022,10/18/22 7:15,10/18/22 16:00
CWC04012,Chiller 12,RUL0018,10/18/22 10:30,10/18/22 13:35
CWC04012,Chiller 12,RUL0022,10/19/22 0:00,10/19/22 12:00
CWC04012,Chiller 12,RUL0022,10/25/22 3:00,10/25/22 13:15
CWC04012,Chiller 12,RUL0022,10/26/22 3:45,10/26/22 10:00
CWC04012,Chiller 12,RUL0018,10/27/22 14:18,10/27/22 23:59
CWC04012,Chiller 12,RUL0018,10/28/22 0:00,10/28/22 16:27
CWC04012,Chiller 12,RUL0022,11/3/22 4:45,11/3/22 16:00
CWC04012,Chiller 12,RUL0022,11/4/22 0:00,11/4/22 6:00
CWC04012,Chiller 12,RUL0022,11/5/22 4:45,11/5/22 16:00
CWC04012,Chiller 12,RUL0022,11/6/22 0:00,11/6/22 17:00
CWC04012,Chiller 12,RUL0022,11/7/22 0:00,11/7/22 16:00
CWC04012,Chiller 12,RUL0022,11/8/22 0:00,11/8/22 16:00
CWC04012,Chiller 12,RUL0022,11/9/22 0:00,11/9/22 16:00
CWC04012,Chiller 12,RUL0022,11/10/22 0:00,11/10/22 16:00
CWC04012,Chiller 12,RUL0022,11/11/22 0:00,11/11/22 7:15
CWC04012,Chiller 12,RUL0022,11/14/22 5:45,11/14/22 16:00
CWC04012,Chiller 12,RUL0022,11/15/22 0:00,11/15/22 16:00
CWC04012,Chiller 12,RUL0022,11/16/22 0:00,11/16/22 16:00
CWC04012,Chiller 12,RUL0022,11/17/22 0:00,11/17/22 16:00
CWC04012,Chiller 12,RUL0022,11/18/22 0:00,11/18/22 16:00
CWC04012,Chiller 12,RUL0018,11/19/22 0:00,11/20/22 0:00
CWC04012,Chiller 12,RUL0018,11/20/22 0:00,11/20/22 8:28
CWC04012,Chiller 12,RUL0022,11/20/22 3:45,11/20/22 16:00
CWC04012,Chiller 12,RUL0022,11/21/22 0:00,11/21/22 16:00
CWC04012,Chiller 12,RUL0022,11/22/22 0:00,11/22/22 16:00
