timestamp,KPI,asset_name,value,upper_bound,lower_bound,anomaly_score
5/29/20 11:59,Cooling Load,chiller 9,22618192,27216712,24255248,0.9964927663305567
6/8/20 0:29,Cooling Load,chiller 9,23263482,27528144,24582916,0.9958350687213661
6/8/20 9:59,Cooling Load,chiller 9,25736698,24765052,21803588,0.9954936501433839
6/8/20 14:59,Cooling Load,chiller 9,29805054,28811854,25848686,0.995530272
6/8/20 15:29,Cooling Load,chiller 9,14643750,30222974,27259806,0.9995936611133686
6/8/20 15:44,Cooling Load,chiller 9,25979254,22321002,19357834,0.9983746444534742
6/8/20 15:59,Cooling Load,chiller 9,27221840,27024804,24061636,0.9914668833807395
6/8/20 19:29,Cooling Load,chiller 9,24462766,29202468,25845228,0.9951632406287787
6/9/20 0:29,Cooling Load,chiller 9,21575124,25540012,22182772,0.9936025589764095
6/9/20 2:29,Cooling Load,chiller 9,18279250,23424174,19945410,0.99603332
6/10/20 3:14,Cooling Load,chiller 9,23227876,27569754,24090990,0.994232987
6/11/20 19:14,Cooling Load,chiller 9,19029308,18507862,14992558,0.9928057553956835
6/16/20 7:59,Cooling Load,chiller 9,15192376,19200160,15721396,0.9930579659840333
11/18/20 15:44,Cooling Load,chiller 9,5785312.5,9277055,5889073,0.991085642
11/29/20 8:59,Cooling Load,chiller 9,11713349,11146722,7891342,0.9931448157669237
11/29/20 9:44,Cooling Load,chiller 9,7795562.5,12100916,8845536,0.9957155098543273
11/29/20 10:14,Cooling Load,chiller 9,11442750,10883985,7628605,0.9931448157669237
12/1/20 23:59,Cooling Load,chiller 9,9288264,8924163,5568595,0.9928210582291943
12/2/20 0:14,Cooling Load,chiller 9,6503749,10225355,6869787,0.9928210582291943
12/3/20 23:29,Cooling Load,chiller 9,9727851,9439214,6081974,0.9924103637791154
12/3/20 23:44,Cooling Load,chiller 9,6799926.5,10355751,6998511,0.9921486521852918
12/3/20 23:59,Cooling Load,chiller 9,5048862,9277741,5920501,0.9955509029049987
12/4/20 0:44,Cooling Load,chiller 9,9917597,8998283,5641043,0.9955509029049987
12/4/20 0:59,Cooling Load,chiller 9,6468000,10407091,7049851,0.9939806333420571
12/4/20 3:29,Cooling Load,chiller 9,4744574,8528064.5,4932561.5,0.9916688362405623
12/4/20 4:29,Cooling Load,chiller 9,10140487,8910753,5315250,0.996355116
12/4/20 4:44,Cooling Load,chiller 9,6226000,10679646.5,7084143.5,0.9958344181202812
12/4/20 5:14,Cooling Load,chiller 9,9487501,8890591.5,5295088.5,0.994532674
12/4/20 5:29,Cooling Load,chiller 9,6765000,10437972.5,6842469.5,0.9908877896381151
12/4/20 5:59,Cooling Load,chiller 9,9076376,8334154,4738651,0.9950533715178339
12/5/20 23:59,Cooling Load,chiller 9,10280188,9611910.5,5861468.5,0.9947774185525988
12/6/20 1:59,Cooling Load,chiller 9,10815750,9159234,5408792,0.9977617508082567
12/8/20 1:29,Cooling Load,chiller 9,6235076,10147130,6336642,0.9906885567262925
12/20/20 2:14,Cooling Load,chiller 9,14968804,13596775,9996199,0.9974900648399916
12/20/20 12:29,Cooling Load,chiller 9,11507099,15307226,11706650,0.9917029661895872
12/20/20 13:29,Cooling Load,chiller 9,10679625,15324962,11724386,0.9964737606305746
12/20/20 13:44,Cooling Load,chiller 9,8312973.5,13557886,9957310,0.9977183157021365
2/5/21 4:44,Cooling Load,chiller 9,26853750,31585838,28070534,0.9967039003845449
2/5/21 4:59,Cooling Load,chiller 9,30845934,29974832.5,26400723.5,0.9959861339171684
2/21/21 5:44,Cooling Load,chiller 9,26335104,29838307,26399953,0.990445316
2/21/21 5:59,Cooling Load,chiller 9,29212418,28853143,25414789,0.9930046067224023
2/21/21 18:44,Cooling Load,chiller 9,27412552,30981268,27502504,0.9910488093227495
2/21/21 19:29,Cooling Load,chiller 9,30506034,30198608,26719844,0.9929066036142543
3/2/21 15:29,Cooling Load,chiller 9,23757528,32396554,28917790,0.9996622192197264
3/2/21 15:44,Cooling Load,chiller 9,28809548,28680064,25201300,0.9913865901030231
3/4/21 8:59,Cooling Load,chiller 9,26544778,30314303.5,26718800.5,0.9917799027008891
3/4/21 10:59,Cooling Load,chiller 9,29462408,29248356,25647780,0.9923089784317004
3/5/21 0:59,Cooling Load,chiller 9,27931190,32158678,28558102,0.9947028637642774
3/23/21 12:59,Cooling Load,chiller 9,31803194,31757620,28157044,0.9905644760801192
3/24/21 5:59,Cooling Load,chiller 9,30224422,29755792,26123720,0.9942632355351582
3/24/21 6:14,Cooling Load,chiller 9,27043498,31333918,27701846,0.9949188657597116
3/24/21 8:44,Cooling Load,chiller 9,29129376,29058504,25372884,0.9910145401078255
3/24/21 9:59,Cooling Load,chiller 9,27965432,31661622,27976002,0.9903610521156674
3/24/21 12:44,Cooling Load,chiller 9,27633376,31398600,27700824,0.9910438039407262
3/24/21 14:14,Cooling Load,chiller 9,31135770,30954140,27256364,0.9920208435108289
3/24/21 16:14,Cooling Load,chiller 9,31514178,31473896,27776120,0.9907181240840254
3/24/21 19:59,Cooling Load,chiller 9,32779170,32562635,28812193,0.9926959909105665
3/27/21 9:29,Cooling Load,chiller 9,31992120,31968428.5,28214019.5,0.9902928328749393
3/27/21 14:00,Cooling Load,chiller 9,32661752,32014376.5,28259967.5,0.9951464164374697
3/28/21 5:29,Cooling Load,chiller 9,23646562,27817356,24039016,0.9939306819996806
3/28/21 5:44,Cooling Load,chiller 9,27091082,25469322,21690982,0.9982430921578023
3/28/21 6:44,Cooling Load,chiller 9,29378518,29123562,25345222,0.9926529308417186
3/28/21 7:14,Cooling Load,chiller 9,24723054,30688570,26910230,0.9988819677367833
3/28/21 7:44,Cooling Load,chiller 9,28478446,28098318,24319978,0.9937709631049353
3/31/21 17:59,Cooling Load,chiller 9,30904230,29608856,25776184,0.997468755
4/3/21 6:59,Cooling Load,chiller 9,26413202,30600334,26767662,0.9932822996406812
4/3/21 11:29,Cooling Load,chiller 9,25244448,29644405,25709891,0.9942376576857187
4/3/21 12:44,Cooling Load,chiller 9,25957938,30157633,26223119,0.99236879
4/3/21 16:44,Cooling Load,chiller 9,26717624,31244673,27273195,0.9950318273560006
4/3/21 16:59,Cooling Load,chiller 9,30080320,29908999,25937521,0.9916162086632511
4/3/21 17:44,Cooling Load,chiller 9,31676014,31067803,27096325,0.9953423381462506
4/3/21 21:29,Cooling Load,chiller 9,28877336,32938286,28909606,0.9905587370376103
4/3/21 21:59,Cooling Load,chiller 9,33440144,32590376,28561696,0.9964401795387711
4/4/21 4:14,Cooling Load,chiller 9,27565032,33011679,28927909,0.9975312451782132
4/4/21 17:14,Cooling Load,chiller 9,28022090,32438441,28354671,0.9932731998165418
4/4/21 22:29,Cooling Load,chiller 9,28270000,32916044,28828400,0.9952751105014479
4/5/21 0:14,Cooling Load,chiller 9,30318750,30181512,26093868,0.9910074683737236
4/5/21 6:15,Cooling Load,chiller 9,27107028,32793272,28699656,0.9983285215012916
4/5/21 7:14,Cooling Load,chiller 9,27503298,32366324,28272708,0.9960492326394165
4/6/21 17:44,Cooling Load,chiller 9,26881252,32355536,28198632,0.9972731404332676
4/7/21 3:14,Cooling Load,chiller 9,27493122,32070888,27887376,0.9936756512573408
4/21/21 4:29,Cooling Load,chiller 9,30559094,34723833,30640063,0.9907471343737053
4/22/21 1:44,Cooling Load,chiller 9,26952744,31721029,27637259,0.9959133633020024
4/25/21 1:14,Cooling Load,chiller 9,32493858,31406648,27377968,0.9971132397323186
4/25/21 13:29,Cooling Load,chiller 9,24890244,29084058,25023022,0.9912544054301005
4/25/21 13:44,Cooling Load,chiller 9,26982452,26767744,22706708,0.9920375930035243
4/25/21 23:44,Cooling Load,chiller 9,25381264,31333367,27249597,0.9989611738735229
4/26/21 2:29,Cooling Load,chiller 9,28202632,27972642,23884998,0.9926175365885248
4/24/20 20:14,Delta Setpoint,chiller 9,0.29999924,0.2915995977818966,-0.223927911,0.9920159680638723
4/26/20 15:14,Delta Setpoint,chiller 9,0.40000153,0.24614741280674934,-0.269380096,0.998003992
4/28/20 1:44,Delta Setpoint,chiller 9,0.40000153,0.3418588973581791,-0.173668612,0.9940119760479041
4/28/20 15:44,Delta Setpoint,chiller 9,0.40000153,0.2823072150349617,-0.233220294,0.9960079840319361
5/1/20 16:14,Delta Setpoint,chiller 9,0.40000153,0.26680154353380203,-0.248725966,0.9964349376114082
5/1/20 17:44,Delta Setpoint,chiller 9,0.40000153,0.3841455392539501,-0.13138197,0.9928698752228164
5/1/20 22:59,Delta Setpoint,chiller 9,0.5,0.3788827955722809,-0.168356687,0.9965576592082617
5/2/20 6:59,Delta Setpoint,chiller 9,0.099998474,0.7204426527023315,0.17320317029953003,0.9916805324459235
5/2/20 12:44,Delta Setpoint,chiller 9,0.40000153,0.34384776651859283,-0.287965,0.9921996879875195
5/5/20 0:14,Delta Setpoint,chiller 9,0.5,0.34495358914136887,-0.202285893,0.9988649262202043
5/5/20 23:44,Delta Setpoint,chiller 9,0.40000153,0.2970965951681137,-0.250142887,0.9947970863683663
5/6/20 11:59,Delta Setpoint,chiller 9,0.5999985,0.2703551985323429,-0.276884284,0.9990205680705191
5/7/20 19:44,Delta Setpoint,chiller 9,0.40000153,0.3674754500389099,-0.179764032,0.9903593339176161
5/8/20 12:29,Delta Setpoint,chiller 9,0.40000153,0.33422381803393364,-0.213015664,0.9916736053288926
5/10/20 14:44,Delta Setpoint,chiller 9,1.0999985,0.452538401,-0.159753233,0.9992069785884219
5/19/20 17:14,Delta Setpoint,chiller 9,0.29999924,0.259531595,-0.272795193,0.9918800749531542
5/20/20 14:59,Delta Setpoint,chiller 9,-0.29999924,0.3741431012749672,-0.158183686,0.9970605526161082
5/23/20 18:29,Delta Setpoint,chiller 9,0.29999924,0.2926982194185257,-0.239628568,0.9908651262761956
5/26/20 6:44,Delta Setpoint,chiller 9,0.40000153,0.3493107408285141,-0.183016047,0.9933707292197859
5/27/20 22:29,Delta Setpoint,chiller 9,0.29999924,0.2976177930831909,-0.229209065,0.9900990099009901
5/29/20 11:59,Delta Setpoint,chiller 9,-0.29999924,0.35969609022140503,-0.167130768,0.9973695747479175
5/29/20 12:14,Delta Setpoint,chiller 9,0.29999924,0.18182366341352463,-0.345003195,0.9964927663305567
6/8/20 15:29,Delta Setpoint,chiller 9,1.8999977,0.3634105548262596,-0.163416304,0.9995936611133686
6/8/20 15:44,Delta Setpoint,chiller 9,0.099998474,0.7001181244850159,0.17329126596450806,0.9939049167005283
6/12/20 7:59,Delta Setpoint,chiller 9,0.40000153,0.31426624208688736,-0.212560616,0.994816735
6/16/20 3:14,Delta Setpoint,chiller 9,0.40000153,0.29962556809186935,-0.22720129,0.9951405761888233
6/16/20 7:59,Delta Setpoint,chiller 9,0.5,0.29698485881090164,-0.229842,0.9986115931968067
6/16/20 16:59,Delta Setpoint,chiller 9,0.5,0.31527480110526085,-0.216314945,0.9982882574460801
11/17/20 23:30,Delta Setpoint,chiller 9,0.29999924,0.23302818462252617,-0.298561562,0.9931394968964391
11/18/20 15:59,Delta Setpoint,chiller 9,1,0.3836710825562477,-0.147918664,0.9990448901623686
11/18/20 20:29,Delta Setpoint,chiller 9,-0.20000076,0.3854902982711792,-0.146099448,0.9929958611907036
11/18/20 23:14,Delta Setpoint,chiller 9,-0.20000076,0.3502880483865738,-0.182038739,0.9911420436570706
11/20/20 22:44,Delta Setpoint,chiller 9,0.79999924,0.3241910859942436,-0.208135702,0.9987503905029679
11/21/20 0:29,Delta Setpoint,chiller 9,0.5999985,0.3117862120270729,-0.220540576,0.9984379881287098
11/21/20 15:44,Delta Setpoint,chiller 9,0.40000153,0.39270835369825363,-0.154220469,0.990493714
11/28/20 0:44,Delta Setpoint,chiller 9,0.5,0.38285310566425323,-0.164075717,0.995537043
11/28/20 0:59,Delta Setpoint,chiller 9,-0.099998474,0.49609969556331635,-0.051139787,0.992309967
11/28/20 9:44,Delta Setpoint,chiller 9,0.40000153,0.33467064797878265,-0.212568834,0.9929432519847103
11/28/20 12:14,Delta Setpoint,chiller 9,0.40000153,0.3374244049191475,-0.224090762,0.9932768196433791
11/29/20 9:44,Delta Setpoint,chiller 9,-0.29999924,0.3862670883536339,-0.175248079,0.9965724078834619
11/29/20 9:59,Delta Setpoint,chiller 9,0.5999985,0.22632329165935516,-0.335191876,0.9985718366181091
12/1/20 1:59,Delta Setpoint,chiller 9,0.40000153,0.3399643339216709,-0.228286501,0.993171265
12/1/20 23:59,Delta Setpoint,chiller 9,-0.40000153,0.43757691979408264,-0.130673915,0.9978729061419835
12/3/20 17:14,Delta Setpoint,chiller 9,0.29999924,0.2631860040128231,-0.305064831,0.9913180741910024
12/3/20 19:59,Delta Setpoint,chiller 9,0.29999924,0.26670127362012863,-0.301549561,0.9910549855301236
12/3/20 23:29,Delta Setpoint,chiller 9,-0.79999924,0.35658184438943863,-0.256680228,0.9989531536247056
12/3/20 23:44,Delta Setpoint,chiller 9,0.5,-0.042174183,-0.655436255,0.9989531536247056
12/3/20 23:59,Delta Setpoint,chiller 9,1.2999992,0.44093023985624313,-0.172331832,0.9994765768123528
12/4/20 0:44,Delta Setpoint,chiller 9,-0.5999985,0.4377223923802376,-0.17553968,0.998691442
12/4/20 0:59,Delta Setpoint,chiller 9,0.5999985,0.16613278537988663,-0.447129287,0.998691442
12/4/20 1:29,Delta Setpoint,chiller 9,-0.20000076,0.4386729672551155,-0.174589105,0.9916252289976446
12/4/20 1:44,Delta Setpoint,chiller 9,0.29999924,0.23647624254226685,-0.37678583,0.9939806333420571
12/4/20 1:59,Delta Setpoint,chiller 9,-0.20000076,0.45105863362550735,-0.162203439,0.9931954985605862
12/4/20 2:14,Delta Setpoint,chiller 9,0.5999985,0.294037864,-0.319224209,0.9984297304370584
12/4/20 2:29,Delta Setpoint,chiller 9,0.5,0.4972323998808861,-0.116029672,0.990054959
12/4/20 2:59,Delta Setpoint,chiller 9,0.79999924,0.47047100961208344,-0.202941433,0.9973965113251757
12/4/20 3:29,Delta Setpoint,chiller 9,1.4000015,0.5916875004768372,-0.081724942,0.9992189533975527
12/4/20 3:59,Delta Setpoint,chiller 9,-0.40000153,0.6561780869960785,-0.017234355,0.9973965113251757
12/4/20 4:14,Delta Setpoint,chiller 9,0.70000076,0.29850515723228455,-0.374907285,0.9976568601926582
12/4/20 4:29,Delta Setpoint,chiller 9,-0.79999924,0.6565324664115906,-0.016879976,0.9992189533975527
12/4/20 4:44,Delta Setpoint,chiller 9,0.5,0.17645806074142456,-0.496954381,0.9973965113251757
12/4/20 4:59,Delta Setpoint,chiller 9,0.9000015,0.6249875128269196,-0.048424929,0.9968758135902109
12/4/20 5:14,Delta Setpoint,chiller 9,-0.70000076,0.7351506650447845,0.061738223,0.9992189533975527
12/4/20 5:29,Delta Setpoint,chiller 9,0.5999985,0.23509128391742706,-0.438321158,0.9973965113251757
12/4/20 5:44,Delta Setpoint,chiller 9,1,0.6132345497608185,-0.060177892,0.9973965113251757
12/5/20 23:29,Delta Setpoint,chiller 9,0.70000076,0.3407805934548378,-0.386798181,0.9962509372656836
12/5/20 23:59,Delta Setpoint,chiller 9,-0.79999924,0.517244242,-0.223063819,0.99825914
12/6/20 0:14,Delta Setpoint,chiller 9,0.5999985,0.1487448737025261,-0.591563188,0.9975130564536185
12/6/20 0:29,Delta Setpoint,chiller 9,-0.40000153,0.5457886531949043,-0.194519408,0.9940313354886844
12/6/20 0:44,Delta Setpoint,chiller 9,0.5,0.3089726008474827,-0.43133546,0.9940313354886844
12/6/20 1:29,Delta Setpoint,chiller 9,0.5999985,0.48802386969327927,-0.252284192,0.9935339467794081
12/6/20 1:44,Delta Setpoint,chiller 9,0.5999985,0.5483256056904793,-0.191982456,0.9927878637154937
12/6/20 1:59,Delta Setpoint,chiller 9,-0.9000015,0.547264852,-0.19304321,0.9985078338721711
12/8/20 1:29,Delta Setpoint,chiller 9,0.79999924,0.40481697767972946,-0.384656914,0.9968145062484686
12/14/20 4:29,Delta Setpoint,chiller 9,-0.5,0.44315337017178535,-0.320024636,0.9934403980999774
12/14/20 11:14,Delta Setpoint,chiller 9,0.5999985,0.48001718521118164,-0.301205426,0.9925692411619005
12/16/20 23:59,Delta Setpoint,chiller 9,0.40000153,0.39454357,-0.376532156,0.9906002990813929
12/20/20 12:14,Delta Setpoint,chiller 9,-0.5,0.44505091,-0.318127096,0.9939846504874508
12/20/20 12:29,Delta Setpoint,chiller 9,0.40000153,0.17041625827550888,-0.592761748,0.9943995021779714
12/20/20 12:59,Delta Setpoint,chiller 9,-0.5,0.4625742509961128,-0.300603755,0.994192076
12/20/20 13:29,Delta Setpoint,chiller 9,0.79999924,0.3807966969907284,-0.382381309,0.9973034640116158
12/20/20 13:44,Delta Setpoint,chiller 9,1.2000008,0.5381737127900124,-0.225004293,0.9985480190831778
12/20/20 20:59,Delta Setpoint,chiller 9,0.5,0.44688576459884644,-0.342588127,0.9913241065895476
2/19/21 0:59,Delta Setpoint,chiller 9,0.40000153,0.3906732611358166,-0.3496348,0.9905514516406115
2/21/21 5:44,Delta Setpoint,chiller 9,0.79999924,0.4626224413514137,-0.281497844,0.996075755
2/21/21 11:14,Delta Setpoint,chiller 9,0.40000153,0.39385129138827324,-0.357064839,0.9906478490052713
2/21/21 11:44,Delta Setpoint,chiller 9,-0.3999977,0.5209743417799473,-0.229941789,0.9933684747491923
2/21/21 13:29,Delta Setpoint,chiller 9,0.5,0.49951548129320145,-0.253533863,0.9900016946280291
2/21/21 17:29,Delta Setpoint,chiller 9,-0.29999924,0.48986469209194183,-0.263184652,0.9920352482630063
2/21/21 18:14,Delta Setpoint,chiller 9,-0.5,0.5344770811498165,-0.22448751,0.9954399594663064
2/21/21 19:29,Delta Setpoint,chiller 9,-0.70000076,0.42295684292912483,-0.336007748,0.9972977537578112
3/2/21 15:29,Delta Setpoint,chiller 9,1.2999992,0.39020855352282524,-0.368756037,0.9996622192197264
3/2/21 17:59,Delta Setpoint,chiller 9,0.5,0.44936830550432205,-0.32170742,0.9919205520956068
3/4/21 8:59,Delta Setpoint,chiller 9,0.40000153,0.34579069167375565,-0.43543192,0.9919476597886261
3/4/21 12:14,Delta Setpoint,chiller 9,-0.40000153,0.44660526141524315,-0.335322212,0.9923089784317004
3/4/21 15:14,Delta Setpoint,chiller 9,0.5,0.36376990005373955,-0.418157574,0.9928345275787369
3/4/21 16:44,Delta Setpoint,chiller 9,0.40000153,0.36628421768546104,-0.415643256,0.9913347775370771
3/5/21 0:14,Delta Setpoint,chiller 9,0.5,0.4790486916899681,-0.3104252,0.990865305
3/5/21 0:44,Delta Setpoint,chiller 9,-0.29999924,0.5014799013733864,-0.291083895,0.9900678695580202
3/5/21 0:59,Delta Setpoint,chiller 9,0.40000153,0.31723272800445557,-0.475331068,0.9923853666611488
3/23/21 11:59,Delta Setpoint,chiller 9,0.5999985,0.42840367183089256,-0.364160124,0.9938751862274458
3/23/21 12:29,Delta Setpoint,chiller 9,0.70000076,0.5529011636972427,-0.239662632,0.9928819731832478
3/23/21 12:59,Delta Setpoint,chiller 9,-0.29999924,0.5697184056043625,-0.22284539,0.9923853666611488
3/23/21 13:29,Delta Setpoint,chiller 9,0.5999985,0.37522197514772415,-0.417341821,0.9948683992716437
3/23/21 15:14,Delta Setpoint,chiller 9,0.5999985,0.4871040806174278,-0.305459715,0.9925509021685152
3/23/21 15:59,Delta Setpoint,chiller 9,0.70000076,0.6518071442842484,-0.191846654,0.9914205576637518
3/23/21 20:59,Delta Setpoint,chiller 9,0.5,0.40142302215099335,-0.447939068,0.9922710080578853
3/24/21 5:59,Delta Setpoint,chiller 9,-0.5999985,0.4546596370637417,-0.394702453,0.9949188657597116
3/24/21 6:14,Delta Setpoint,chiller 9,0.40000153,0.097843237,-0.751518853,0.9963940337649566
3/24/21 9:59,Delta Setpoint,chiller 9,0.70000076,0.39703625440597534,-0.47530286,0.9967325600392093
3/24/21 10:59,Delta Setpoint,chiller 9,-0.29999924,0.6378956660628319,-0.234443448,0.9915046561019442
3/24/21 12:44,Delta Setpoint,chiller 9,0.5,0.4817689545452595,-0.413933408,0.9903924442273245
3/24/21 13:44,Delta Setpoint,chiller 9,-0.29999924,0.605317622,-0.29038474,0.9903924442273245
3/24/21 13:59,Delta Setpoint,chiller 9,0.5,0.37651409953832626,-0.519188263,0.9933235629376324
3/24/21 15:29,Delta Setpoint,chiller 9,0.5,0.44485361874103546,-0.450848743,0.9913694837974272
3/24/21 19:59,Delta Setpoint,chiller 9,-0.29999924,0.7578271739184856,-0.174337279,0.9936698587891576
3/28/21 5:14,Delta Setpoint,chiller 9,0.5999985,0.5245542861521244,-0.407610167,0.9918543363679924
3/28/21 5:29,Delta Setpoint,chiller 9,1.2999992,0.6362951062619686,-0.295869347,0.9992014055262738
3/28/21 7:14,Delta Setpoint,chiller 9,1.0999985,0.4896387439221144,-0.442525709,0.998722249
3/31/21 17:59,Delta Setpoint,chiller 9,-0.20000076,1.7639182657003403,0.8238772302865982,0.9996835943679797
4/1/21 1:59,Delta Setpoint,chiller 9,0.5999985,0.494877428,-0.451994061,0.9930610313830626
4/1/21 3:44,Delta Setpoint,chiller 9,-0.5,0.5589556470513344,-0.399145745,0.9930828486087093
4/2/21 23:44,Delta Setpoint,chiller 9,-0.5,0.5607398226857185,-0.397361569,0.993240057
4/3/21 6:59,Delta Setpoint,chiller 9,0.5999985,0.4698539227247238,-0.494403347,0.9939072019996875
4/3/21 11:14,Delta Setpoint,chiller 9,0.5,0.4997643008828163,-0.503686391,0.9900327051861081
4/3/21 11:29,Delta Setpoint,chiller 9,0.9000015,0.6245686858892441,-0.378882006,0.9968852203706587
4/3/21 12:44,Delta Setpoint,chiller 9,0.79999924,0.6079427748918533,-0.395507917,0.995016353
4/3/21 13:29,Delta Setpoint,chiller 9,0.79999924,0.7786319255828857,-0.224818766,0.9904999221305093
4/3/21 16:44,Delta Setpoint,chiller 9,1,0.46804363280534744,-0.553141557,0.9981369352585002
4/4/21 4:14,Delta Setpoint,chiller 9,0.9000015,0.5945465341210365,-0.451638781,0.9972226508254899
4/5/21 6:15,Delta Setpoint,chiller 9,0.9000015,0.49491380900144577,-0.551271506,0.9977207111381249
4/5/21 7:14,Delta Setpoint,chiller 9,0.70000076,0.42624716460704803,-0.61993815,0.9968089955933749
4/6/21 17:29,Delta Setpoint,chiller 9,-0.79999924,0.6127537041902542,-0.433762342,0.9975761248295713
4/6/21 17:44,Delta Setpoint,chiller 9,0.79999924,0.1455017253756523,-0.901014321,0.9993940312073928
4/7/21 3:14,Delta Setpoint,chiller 9,0.79999924,0.4707956686615944,-0.61225716,0.9971389850926066
4/25/21 0:44,Delta Setpoint,chiller 9,0.9000015,0.7921147495508194,-0.21061708,0.9933079648340113
4/25/21 0:59,Delta Setpoint,chiller 9,1,0.9966153353452682,-0.006116495,0.9904212045663299
4/25/21 1:14,Delta Setpoint,chiller 9,0,1.2300021201372147,0.22727029025554657,0.9955386432226742
4/26/21 2:14,Delta Setpoint,chiller 9,0.5,0.49266036972403526,-0.51126172,0.9904157492552779
4/26/21 12:44,Delta Setpoint,chiller 9,0.5999985,0.5348340272903442,-0.471161097,0.9921401881200876
4/27/21 14:14,Delta Setpoint,chiller 9,0.5,0.4762628450989723,-0.529732279,0.9908408599414833
4/26/20 14:14,Delta Temperature,chiller 9,8.800003,8.666015625,7.911369323730469,0.998003992
4/26/20 15:14,Delta Temperature,chiller 9,8.299999,9.141118049621582,8.386471748,0.9960079840319361
4/30/20 5:29,Delta Temperature,chiller 9,9,9.763113975524902,9.008467674255371,0.9920159680638723
4/30/20 13:44,Delta Temperature,chiller 9,8.700001,9.503724098205566,8.749077796936035,0.9940119760479041
5/1/20 16:14,Delta Temperature,chiller 9,8.599998,9.367968559265137,8.613322257995605,0.9928698752228164
5/1/20 17:59,Delta Temperature,chiller 9,9,8.990607261657715,8.235960960388184,0.9928698752228164
5/1/20 22:59,Delta Temperature,chiller 9,8.299999,9.162402153015137,8.388970375061035,0.9965576592082617
5/1/20 23:14,Delta Temperature,chiller 9,9.299999,8.795825958251953,8.022394180297852,0.9982788296041308
5/1/20 23:29,Delta Temperature,chiller 9,9.5,9.361295700073242,8.587863922,0.9982788296041308
5/2/20 0:14,Delta Temperature,chiller 9,9.700001,9.651866912841797,8.878435134887695,0.9948364888123924
5/2/20 0:29,Delta Temperature,chiller 9,9.900002,9.762736320495605,8.989304542541504,0.9982788296041308
5/2/20 0:59,Delta Temperature,chiller 9,9.900002,9.864946365356445,9.091514587402344,0.9931153184165232
5/2/20 1:59,Delta Temperature,chiller 9,10.299999,10.289277076721191,9.515845299,0.9931153184165232
5/2/20 7:29,Delta Temperature,chiller 9,10.700001,11.763762474060059,10.83617115020752,0.9967793880837359
5/2/20 8:00,Delta Temperature,chiller 9,10.300003,11.256464004516602,10.328872680664062,0.9919484702093397
5/2/20 11:44,Delta Temperature,chiller 9,9.299999,10.362053871154785,9.434462547302246,0.9967793880837359
